,Unnamed: 0.1,Unnamed: 0,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban
17571,17571,24250,1.0,1900-01-01 21:35:00,1900-01-01 21:45:00,2,0,0,31,16.7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
17572,17572,24251,1.0,1900-01-01 20:55:00,1900-01-01 21:00:00,1,0,0,32,45.8,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
17573,17573,24252,1.0,1900-01-01 09:35:00,1900-01-01 09:40:00,5,1,0,25,2.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
17574,17574,24254,1.0,1900-01-01 08:45:00,1900-01-01 08:55:00,1,0,0,29,18.5,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
17575,17575,24255,1.0,1900-01-01 22:20:00,1900-01-01 22:30:00,3,0,0,20,6.0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
17577,17577,24259,1.0,1900-01-01 20:30:00,1900-01-01 20:45:00,5,1,0,47,25.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
17578,17578,24261,1.0,1900-01-01 19:20:00,1900-01-01 19:30:00,6,1,0,28,24.3,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0
17579,17579,24262,1.0,1900-01-01 12:00:00,1900-01-01 12:05:00,1,0,0,49,2.2,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1
17580,17580,24263,1.0,1900-01-01 10:40:00,1900-01-01 10:45:00,1,0,0,21,5.9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
17582,17582,24265,1.0,1900-01-01 20:15:00,1900-01-01 20:25:00,4,0,0,27,26.1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
17583,17583,24266,1.0,1900-01-01 13:30:00,1900-01-01 13:35:00,2,0,0,25,8.6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
17584,17584,24267,1.0,1900-01-01 20:25:00,1900-01-01 20:40:00,0,0,0,23,18.1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0
17585,17585,24268,1.0,1900-01-01 21:50:00,1900-01-01 21:55:00,3,0,0,46,22.3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17586,17586,24269,1.0,1900-01-01 21:00:00,1900-01-01 21:05:00,4,0,0,35,21.6,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0
17587,17587,24272,1.0,1900-01-01 20:25:00,1900-01-01 20:40:00,6,1,0,39,26.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
17588,17588,24273,1.0,1900-01-01 19:30:00,1900-01-01 19:35:00,3,0,0,37,17.6,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
17591,17591,24277,1.0,1900-01-01 12:10:00,1900-01-01 12:20:00,1,0,0,25,10.5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
17592,17592,24278,1.0,1900-01-01 22:50:00,1900-01-01 23:05:00,2,0,0,18,27.4,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
17593,17593,24279,2.0,1900-01-01 20:10:00,1900-01-01 20:20:00,3,0,0,39,24.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
17594,17594,24280,1.0,1900-01-01 22:50:00,1900-01-01 22:55:00,6,1,0,20,6.9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
17595,17595,24281,1.0,1900-01-01 10:15:00,1900-01-01 10:20:00,1,0,0,22,4.2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
17597,17597,24284,1.0,1900-01-01 18:40:00,1900-01-01 18:55:00,1,0,0,47,19.8,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,1,1,0,0
17598,17598,24285,1.0,1900-01-01 09:15:00,1900-01-01 09:20:00,1,0,0,28,4.4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
17600,17600,24289,1.0,1900-01-01 21:55:00,1900-01-01 22:05:00,4,0,0,32,18.8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
17601,17601,24290,1.0,1900-01-01 22:25:00,1900-01-01 22:35:00,1,0,0,21,13.3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
17603,17603,24292,1.0,1900-01-01 21:45:00,1900-01-01 22:00:00,6,1,0,29,16.5,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0
17604,17604,24294,1.0,1900-01-01 18:50:00,1900-01-01 18:55:00,5,1,0,27,32.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
17605,17605,24295,1.0,1900-01-01 20:10:00,1900-01-01 20:25:00,3,0,0,24,10.9,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
17606,17606,24296,1.0,1900-01-01 17:45:00,1900-01-01 18:00:00,0,0,0,21,9.2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
17608,17608,24299,1.0,1900-01-01 18:40:00,1900-01-01 18:55:00,3,0,0,18,13.5,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0
17611,17611,24302,1.0,1900-01-01 18:15:00,1900-01-01 18:30:00,0,0,0,37,12.6,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
17614,17614,24305,1.0,1900-01-01 23:50:00,1900-01-01 00:00:00,2,0,0,24,22.6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
17615,17615,24307,1.0,1900-01-01 21:10:00,1900-01-01 21:20:00,1,0,0,34,16.1,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1
17616,17616,24308,1.0,1900-01-01 23:45:00,1900-01-01 23:50:00,2,0,0,15,30.5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
17617,17617,24309,2.0,1900-01-01 11:45:00,1900-01-01 11:50:00,1,0,0,35,2.2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
17619,17619,24311,1.0,1900-01-01 20:40:00,1900-01-01 20:55:00,4,0,0,29,16.4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
17620,17620,24312,2.0,1900-01-01 20:30:00,1900-01-01 20:45:00,0,0,0,38,21.4,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
17622,17622,24314,1.0,1900-01-01 20:00:00,1900-01-01 20:05:00,3,0,0,32,10.3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
17623,17623,24315,1.0,1900-01-01 11:35:00,1900-01-01 11:50:00,3,0,0,28,3.3,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0
17624,17624,24318,1.0,1900-01-01 20:30:00,1900-01-01 20:45:00,4,0,1,22,34.9,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
17625,17625,24320,1.0,1900-01-01 16:45:00,1900-01-01 16:50:00,1,0,0,27,9.7,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0
17626,17626,24321,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,5,1,0,34,6.2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
17629,17629,24325,1.0,1900-01-01 19:20:00,1900-01-01 19:30:00,2,0,0,18,23.1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1
17630,17630,24327,1.0,1900-01-01 20:15:00,1900-01-01 20:25:00,6,1,0,25,12.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
17635,17635,24333,1.0,1900-01-01 09:45:00,1900-01-01 10:00:00,6,1,0,13,5.6,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
17637,17637,24336,1.0,1900-01-01 18:35:00,1900-01-01 18:50:00,0,0,0,36,24.5,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
17639,17639,24339,1.0,1900-01-01 22:00:00,1900-01-01 22:10:00,3,0,0,32,8.3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
17641,17641,24341,1.0,1900-01-01 11:55:00,1900-01-01 12:00:00,5,1,0,26,4.8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
17642,17642,24342,2.0,1900-01-01 17:55:00,1900-01-01 18:05:00,0,0,0,37,19.6,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0
17644,17644,24344,1.0,1900-01-01 10:55:00,1900-01-01 11:00:00,0,0,0,17,6.8,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1
17647,17647,24347,1.0,1900-01-01 21:30:00,1900-01-01 21:35:00,3,0,0,22,11.0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0
17651,17651,24351,1.0,1900-01-01 10:35:00,1900-01-01 10:40:00,2,0,0,23,2.4,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
17653,17653,24353,2.0,1900-01-01 19:35:00,1900-01-01 19:50:00,3,0,0,40,13.4,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0
17655,17655,24355,1.0,1900-01-01 23:45:00,1900-01-01 23:50:00,1,0,0,12,14.4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
17656,17656,24356,1.0,1900-01-01 18:45:00,1900-01-01 19:00:00,3,0,0,27,10.6,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
17657,17657,24360,1.0,1900-01-01 22:45:00,1900-01-01 22:50:00,6,1,0,16,16.0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
17658,17658,24361,1.0,1900-01-01 10:20:00,1900-01-01 10:30:00,2,0,0,22,2.9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
17659,17659,24362,1.0,1900-01-01 18:00:00,1900-01-01 18:10:00,3,0,0,41,39.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
17660,17660,24363,1.0,1900-01-01 08:45:00,1900-01-01 08:50:00,5,1,0,17,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
17661,17661,24364,1.0,1900-01-01 18:30:00,1900-01-01 18:35:00,5,1,0,19,14.6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
17662,17662,24365,1.0,1900-01-01 19:35:00,1900-01-01 19:40:00,2,0,0,35,21.0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0
17664,17664,24367,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,3,0,0,41,36.3,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0
17665,17665,24368,1.0,1900-01-01 17:10:00,1900-01-01 17:25:00,0,0,0,27,31.5,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
17667,17667,24370,1.0,1900-01-01 22:55:00,1900-01-01 23:00:00,0,0,0,24,21.3,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0
17669,17669,24372,1.0,1900-01-01 11:55:00,1900-01-01 12:05:00,5,1,0,26,3.7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
17670,17670,24373,1.0,1900-01-01 17:10:00,1900-01-01 17:25:00,0,0,0,31,19.4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1
17671,17671,24374,1.0,1900-01-01 21:10:00,1900-01-01 21:15:00,5,1,0,25,27.4,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0
17672,17672,24376,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,1,0,0,30,12.0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1
17674,17674,24379,1.0,1900-01-01 17:25:00,1900-01-01 17:40:00,3,0,0,36,19.6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
17675,17675,24381,1.0,1900-01-01 23:40:00,1900-01-01 23:50:00,3,0,0,34,9.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
17677,17677,24383,2.0,1900-01-01 21:40:00,1900-01-01 21:45:00,6,1,0,34,9.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
17678,17678,24384,1.0,1900-01-01 18:35:00,1900-01-01 18:40:00,6,1,0,19,15.8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
17679,17679,24386,1.0,1900-01-01 20:45:00,1900-01-01 20:50:00,0,0,0,38,19.1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
17680,17680,24387,1.0,1900-01-01 22:00:00,1900-01-01 22:05:00,5,1,0,49,16.5,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1
17681,17681,24388,1.0,1900-01-01 19:00:00,1900-01-01 19:15:00,4,0,1,39,15.6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
17682,17682,24389,1.0,1900-01-01 17:55:00,1900-01-01 18:05:00,5,1,0,13,16.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
17683,17683,24391,1.0,1900-01-01 13:15:00,1900-01-01 13:25:00,2,0,0,39,13.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17684,17684,24392,1.0,1900-01-01 23:40:00,1900-01-01 23:55:00,3,0,0,22,10.7,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
17685,17685,24394,1.0,1900-01-01 00:00:00,1900-01-01 00:15:00,0,0,0,22,20.0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
17689,17689,24398,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,5,1,0,16,17.2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
17691,17691,24403,1.0,1900-01-01 19:55:00,1900-01-01 20:10:00,6,1,0,24,13.5,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1
17692,17692,24404,1.0,1900-01-01 23:45:00,1900-01-01 00:00:00,6,1,0,18,26.2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
17694,17694,24406,1.0,1900-01-01 15:10:00,1900-01-01 15:25:00,3,0,0,25,13.8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
17696,17696,24408,1.0,1900-01-01 17:45:00,1900-01-01 17:50:00,3,0,0,29,10.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
17697,17697,24409,1.0,1900-01-01 19:20:00,1900-01-01 19:25:00,3,0,0,39,24.9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
17699,17699,24411,1.0,1900-01-01 20:25:00,1900-01-01 20:40:00,2,0,0,21,16.2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
17700,17700,24413,1.0,1900-01-01 18:15:00,1900-01-01 18:25:00,3,0,0,28,12.5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
17701,17701,24415,1.0,1900-01-01 23:00:00,1900-01-01 23:15:00,6,1,0,24,18.6,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0
17702,17702,24417,1.0,1900-01-01 21:15:00,1900-01-01 21:30:00,0,0,0,32,18.6,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0
17703,17703,24419,1.0,1900-01-01 09:10:00,1900-01-01 09:25:00,0,0,0,13,2.8,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0
17704,17704,24421,1.0,1900-01-01 20:20:00,1900-01-01 20:30:00,3,0,0,23,23.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
17705,17705,24422,1.0,1900-01-01 23:25:00,1900-01-01 23:30:00,1,0,0,21,6.2,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0
17706,17706,24423,1.0,1900-01-01 23:30:00,1900-01-01 23:35:00,4,0,0,25,20.5,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
17707,17707,24424,1.0,1900-01-01 19:35:00,1900-01-01 19:40:00,4,0,0,41,18.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17709,17709,24428,1.0,1900-01-01 15:45:00,1900-01-01 16:00:00,0,0,0,11,8.9,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1
17710,17710,24429,1.0,1900-01-01 20:25:00,1900-01-01 20:30:00,5,1,0,35,6.4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
17712,17712,24432,3.0,1900-01-01 12:00:00,1900-01-01 12:05:00,1,0,0,49,2.1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
17714,17714,24435,1.0,1900-01-01 08:40:00,1900-01-01 08:50:00,1,0,0,12,2.4,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
17715,17715,24437,1.0,1900-01-01 19:30:00,1900-01-01 19:35:00,5,1,0,11,11.3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
17717,17717,24440,1.0,1900-01-01 09:50:00,1900-01-01 10:05:00,2,0,0,15,4.5,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1
17718,17718,24441,1.0,1900-01-01 22:40:00,1900-01-01 22:55:00,4,0,0,12,35.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
17719,17719,24442,2.0,1900-01-01 18:30:00,1900-01-01 18:45:00,4,0,0,35,20.8,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
17720,17720,24444,1.0,1900-01-01 20:50:00,1900-01-01 20:55:00,0,0,0,33,6.9,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
17722,17722,24446,1.0,1900-01-01 12:20:00,1900-01-01 12:30:00,0,0,0,29,9.1,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0
17723,17723,24447,1.0,1900-01-01 11:55:00,1900-01-01 12:00:00,5,1,0,34,2.6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17724,17724,24448,1.0,1900-01-01 21:25:00,1900-01-01 21:30:00,2,0,0,30,11.4,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0
17726,17726,24450,1.0,1900-01-01 18:45:00,1900-01-01 18:50:00,5,1,0,25,19.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
17728,17728,24452,1.0,1900-01-01 17:15:00,1900-01-01 17:30:00,1,0,0,28,6.8,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
17729,17729,24454,1.0,1900-01-01 09:30:00,1900-01-01 09:35:00,4,0,0,16,2.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
17730,17730,24455,1.0,1900-01-01 17:25:00,1900-01-01 17:40:00,4,0,0,17,15.5,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
17736,17736,24464,1.0,1900-01-01 14:20:00,1900-01-01 14:35:00,1,0,0,23,10.0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1
17738,17738,24466,1.0,1900-01-01 21:25:00,1900-01-01 21:30:00,3,0,0,34,11.2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
17739,17739,24467,1.0,1900-01-01 17:40:00,1900-01-01 17:45:00,2,0,0,34,19.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
17742,17742,24471,1.0,1900-01-01 11:50:00,1900-01-01 11:55:00,3,0,0,34,9.9,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
17743,17743,24472,1.0,1900-01-01 23:30:00,1900-01-01 23:35:00,2,0,0,20,8.7,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0
17745,17745,24474,1.0,1900-01-01 20:40:00,1900-01-01 20:55:00,5,1,0,28,21.4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
17746,17746,24475,1.0,1900-01-01 17:35:00,1900-01-01 17:50:00,3,0,0,35,7.9,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0
17747,17747,24476,1.0,1900-01-01 21:40:00,1900-01-01 21:55:00,4,0,0,29,19.6,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1
17750,17750,24479,1.0,1900-01-01 12:10:00,1900-01-01 12:15:00,1,0,0,33,13.7,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
17752,17752,24483,1.0,1900-01-01 20:00:00,1900-01-01 20:15:00,5,1,0,32,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17753,17753,24484,1.0,1900-01-01 23:10:00,1900-01-01 23:15:00,4,0,1,21,27.7,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0
17755,17755,24486,1.0,1900-01-01 09:30:00,1900-01-01 09:45:00,5,1,0,25,1.9,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1
17756,17756,24487,1.0,1900-01-01 20:35:00,1900-01-01 20:45:00,0,0,0,34,10.4,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1
17757,17757,24488,1.0,1900-01-01 18:20:00,1900-01-01 18:35:00,0,0,0,22,18.5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
17758,17758,24489,1.0,1900-01-01 21:15:00,1900-01-01 21:30:00,3,0,0,48,13.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
17759,17759,24490,1.0,1900-01-01 08:35:00,1900-01-01 08:50:00,4,0,0,19,4.6,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0
17760,17760,24491,1.0,1900-01-01 22:30:00,1900-01-01 22:45:00,2,0,0,10,8.4,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1
17761,17761,24492,1.0,1900-01-01 11:00:00,1900-01-01 11:05:00,3,0,0,18,5.9,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
17762,17762,24493,1.0,1900-01-01 22:55:00,1900-01-01 23:00:00,5,1,0,19,22.4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
17763,17763,24494,1.0,1900-01-01 10:35:00,1900-01-01 10:50:00,1,0,0,13,3.0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
17764,17764,24495,1.0,1900-01-01 13:00:00,1900-01-01 13:10:00,5,1,0,33,10.5,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0
17765,17765,24496,1.0,1900-01-01 19:00:00,1900-01-01 19:05:00,0,0,0,27,14.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
17766,17766,24497,1.0,1900-01-01 20:40:00,1900-01-01 20:45:00,3,0,0,25,10.2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
17768,17768,24499,1.0,1900-01-01 18:10:00,1900-01-01 18:20:00,4,0,1,34,21.3,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0
17771,17771,24507,1.0,1900-01-01 19:10:00,1900-01-01 19:25:00,0,0,0,27,22.3,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0
17772,17772,24510,1.0,1900-01-01 09:25:00,1900-01-01 09:35:00,1,0,0,23,2.0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
17775,17775,24515,1.0,1900-01-01 21:00:00,1900-01-01 21:05:00,5,1,0,30,14.1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17776,17776,24517,1.0,1900-01-01 15:25:00,1900-01-01 15:40:00,3,0,0,33,7.9,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1
17777,17777,24519,1.0,1900-01-01 22:40:00,1900-01-01 22:55:00,3,0,0,43,18.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
17778,17778,24520,3.0,1900-01-01 13:45:00,1900-01-01 13:55:00,0,0,0,53,15.2,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0
17779,17779,24522,1.0,1900-01-01 22:20:00,1900-01-01 22:35:00,3,0,0,14,13.3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
17780,17780,24523,1.0,1900-01-01 12:00:00,1900-01-01 12:15:00,2,0,0,33,6.6,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0
17781,17781,24525,1.0,1900-01-01 21:15:00,1900-01-01 21:25:00,0,0,0,54,26.5,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,1,0
