,Unnamed: 0,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban
18823,25984,1.0,1900-01-01 08:55:00,1900-01-01 09:05:00,5,1,0,17,3.3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
18824,25985,0.0,1900-01-01 18:55:00,1900-01-01 19:00:00,4,0,0,21,18.7,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
18825,25986,0.0,1900-01-01 20:25:00,1900-01-01 20:40:00,4,0,0,30,33.1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
18826,25987,0.0,1900-01-01 23:35:00,1900-01-01 23:40:00,5,1,0,23,19.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
18827,25989,1.0,1900-01-01 09:30:00,1900-01-01 09:40:00,3,0,0,32,3.5,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
18828,25992,1.0,1900-01-01 19:00:00,1900-01-01 19:05:00,2,0,0,25,8.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18829,25993,1.0,1900-01-01 21:50:00,1900-01-01 21:55:00,4,0,0,27,9.0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0
18830,25996,1.0,1900-01-01 18:00:00,1900-01-01 18:15:00,6,1,0,32,11.1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0
18831,25997,1.0,1900-01-01 18:00:00,1900-01-01 18:05:00,4,0,0,29,21.5,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,1
18832,25998,3.0,1900-01-01 21:10:00,1900-01-01 21:15:00,1,0,0,43,11.7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
18833,25999,0.0,1900-01-01 12:00:00,1900-01-01 12:05:00,2,0,0,42,2.1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
18834,26002,0.0,1900-01-01 21:45:00,1900-01-01 22:00:00,6,1,0,15,20.2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
18835,26003,0.0,1900-01-01 10:25:00,1900-01-01 10:30:00,6,1,0,18,1.8,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0
18836,26004,0.0,1900-01-01 13:55:00,1900-01-01 14:00:00,2,0,0,26,9.6,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0
18837,26005,1.0,1900-01-01 17:40:00,1900-01-01 17:55:00,3,0,0,18,6.6,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0
18838,26007,1.0,1900-01-01 18:40:00,1900-01-01 18:50:00,5,1,0,28,22.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
18839,26008,1.0,1900-01-01 10:20:00,1900-01-01 10:35:00,6,1,0,17,5.8,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
18840,26009,0.0,1900-01-01 19:40:00,1900-01-01 19:55:00,0,0,0,28,10.8,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0
18841,26010,1.0,1900-01-01 22:30:00,1900-01-01 22:35:00,3,0,0,18,12.2,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
18842,26011,1.0,1900-01-01 17:20:00,1900-01-01 17:35:00,2,0,0,28,15.4,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
18843,26012,1.0,1900-01-01 23:45:00,1900-01-01 23:50:00,3,0,0,28,32.9,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0
18844,26013,1.0,1900-01-01 15:40:00,1900-01-01 15:50:00,0,0,0,15,14.2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
18845,26014,1.0,1900-01-01 15:50:00,1900-01-01 16:00:00,3,0,0,16,8.4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
18846,26015,1.0,1900-01-01 18:35:00,1900-01-01 18:45:00,0,0,0,10,12.7,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0
18847,26016,1.0,1900-01-01 21:35:00,1900-01-01 21:40:00,5,1,0,21,15.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
18848,26017,1.0,1900-01-01 10:00:00,1900-01-01 10:05:00,1,0,0,33,3.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
18849,26018,1.0,1900-01-01 17:30:00,1900-01-01 17:35:00,0,0,0,14,40.4,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
18850,26022,0.0,1900-01-01 23:45:00,1900-01-01 23:55:00,6,1,0,20,46.2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
18851,26023,1.0,1900-01-01 12:00:00,1900-01-01 12:15:00,2,0,0,26,2.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
18852,26024,2.0,1900-01-01 20:25:00,1900-01-01 20:30:00,2,0,0,34,8.9,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
18853,26026,0.0,1900-01-01 22:35:00,1900-01-01 22:45:00,6,1,0,28,23.9,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
18854,26028,1.0,1900-01-01 15:25:00,1900-01-01 15:35:00,3,0,0,18,12.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
18855,26029,1.0,1900-01-01 00:00:00,1900-01-01 00:10:00,6,1,0,16,6.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
18856,26031,0.0,1900-01-01 13:20:00,1900-01-01 13:25:00,1,0,0,12,8.9,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1
18857,26032,1.0,1900-01-01 10:25:00,1900-01-01 10:40:00,1,0,0,29,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
18858,26033,1.0,1900-01-01 17:25:00,1900-01-01 17:35:00,5,1,0,27,14.6,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
18859,26034,0.0,1900-01-01 16:55:00,1900-01-01 17:00:00,2,0,0,34,9.9,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
18860,26035,0.0,1900-01-01 23:15:00,1900-01-01 23:20:00,3,0,0,15,23.1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
18861,26036,1.0,1900-01-01 23:30:00,1900-01-01 23:45:00,0,0,0,12,31.4,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
18862,26037,1.0,1900-01-01 20:40:00,1900-01-01 20:45:00,0,0,0,35,28.8,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
18863,26038,0.0,1900-01-01 19:25:00,1900-01-01 19:35:00,4,0,0,27,26.7,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
18864,26040,0.0,1900-01-01 20:10:00,1900-01-01 20:20:00,0,0,0,42,27.4,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0
18865,26041,1.0,1900-01-01 19:25:00,1900-01-01 19:35:00,2,0,0,40,29.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
18866,26042,1.0,1900-01-01 12:00:00,1900-01-01 12:05:00,3,0,0,47,1.9,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
18867,26043,0.0,1900-01-01 20:30:00,1900-01-01 20:35:00,2,0,0,30,35.6,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0
18868,26046,1.0,1900-01-01 20:40:00,1900-01-01 20:45:00,2,0,0,24,20.6,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
18869,26048,1.0,1900-01-01 08:45:00,1900-01-01 08:50:00,6,1,0,27,6.5,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
18870,26049,0.0,1900-01-01 10:25:00,1900-01-01 10:30:00,4,0,0,14,1.6,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1
18871,26050,1.0,1900-01-01 23:30:00,1900-01-01 23:45:00,3,0,0,21,16.7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
18872,26052,1.0,1900-01-01 15:15:00,1900-01-01 15:25:00,3,0,0,21,13.0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0
18873,26053,1.0,1900-01-01 22:10:00,1900-01-01 22:15:00,0,0,0,44,33.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
18874,26054,2.0,1900-01-01 20:35:00,1900-01-01 20:40:00,4,0,1,52,17.7,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,1
18875,26055,0.0,1900-01-01 11:40:00,1900-01-01 11:55:00,1,0,0,25,2.1,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0
18876,26056,0.0,1900-01-01 18:25:00,1900-01-01 18:35:00,4,0,0,18,19.0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1
18877,26058,1.0,1900-01-01 00:00:00,1900-01-01 00:05:00,6,1,0,28,9.9,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
18878,26059,1.0,1900-01-01 19:10:00,1900-01-01 19:20:00,3,0,0,21,38.6,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
18879,26060,1.0,1900-01-01 15:30:00,1900-01-01 15:45:00,3,0,0,28,8.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
18880,26062,2.0,1900-01-01 21:45:00,1900-01-01 22:00:00,3,0,0,38,11.1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
18881,26064,1.0,1900-01-01 19:20:00,1900-01-01 19:25:00,0,0,0,17,10.7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
18882,26065,1.0,1900-01-01 18:10:00,1900-01-01 18:20:00,1,0,0,26,7.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
18883,26067,0.0,1900-01-01 17:30:00,1900-01-01 17:35:00,3,0,0,31,20.4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
18884,26068,1.0,1900-01-01 22:45:00,1900-01-01 23:00:00,3,0,0,34,20.0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
18885,26070,1.0,1900-01-01 20:50:00,1900-01-01 21:00:00,4,0,0,38,29.4,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
18886,26071,1.0,1900-01-01 21:15:00,1900-01-01 21:25:00,5,1,0,34,13.5,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
18887,26073,2.0,1900-01-01 17:55:00,1900-01-01 18:10:00,4,0,0,42,29.7,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
18888,26074,1.0,1900-01-01 23:55:00,1900-01-01 00:10:00,0,0,0,19,51.6,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1
18889,26077,1.0,1900-01-01 20:25:00,1900-01-01 20:35:00,2,0,0,33,11.6,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
18890,26078,0.0,1900-01-01 19:40:00,1900-01-01 19:55:00,6,1,0,32,24.8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
18891,26079,0.0,1900-01-01 21:45:00,1900-01-01 22:00:00,6,1,0,35,16.5,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
18892,26080,2.0,1900-01-01 18:15:00,1900-01-01 18:30:00,0,0,0,42,17.7,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0
18893,26081,1.0,1900-01-01 10:45:00,1900-01-01 10:55:00,1,0,0,26,3.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
18894,26082,1.0,1900-01-01 13:50:00,1900-01-01 14:05:00,0,0,0,33,8.4,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0
18895,26083,1.0,1900-01-01 23:25:00,1900-01-01 23:40:00,5,1,0,25,22.0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
18896,26084,0.0,1900-01-01 22:20:00,1900-01-01 22:25:00,6,1,0,33,16.1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
18897,26085,1.0,1900-01-01 08:50:00,1900-01-01 09:00:00,5,1,0,29,5.8,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
18898,26086,0.0,1900-01-01 19:10:00,1900-01-01 19:15:00,0,0,0,41,15.2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
18899,26087,1.0,1900-01-01 23:55:00,1900-01-01 00:05:00,0,0,0,22,26.7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
18900,26088,0.0,1900-01-01 20:00:00,1900-01-01 20:15:00,3,0,0,37,11.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
18901,26089,2.0,1900-01-01 20:50:00,1900-01-01 21:00:00,0,0,0,51,18.8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0
18902,26090,1.0,1900-01-01 08:50:00,1900-01-01 09:05:00,5,1,0,26,4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
18903,26091,2.0,1900-01-01 11:25:00,1900-01-01 11:35:00,5,1,0,36,3.2,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0
18904,26092,1.0,1900-01-01 22:45:00,1900-01-01 22:50:00,2,0,0,33,22.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
18905,26094,1.0,1900-01-01 22:20:00,1900-01-01 22:30:00,5,1,0,17,12.8,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
18906,26095,1.0,1900-01-01 19:15:00,1900-01-01 19:30:00,4,0,0,33,17.8,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
18907,26097,1.0,1900-01-01 23:25:00,1900-01-01 23:35:00,0,0,0,20,16.2,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1
18908,26098,1.0,1900-01-01 21:15:00,1900-01-01 21:25:00,4,0,0,47,18.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
18909,26099,1.0,1900-01-01 17:30:00,1900-01-01 17:40:00,6,1,0,43,26.1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
18910,26100,1.0,1900-01-01 12:00:00,1900-01-01 12:05:00,0,0,0,27,5.1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
18911,26101,1.0,1900-01-01 22:00:00,1900-01-01 22:15:00,6,1,0,36,11.3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
18912,26102,1.0,1900-01-01 20:45:00,1900-01-01 20:50:00,2,0,0,29,18.6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
18913,26103,1.0,1900-01-01 17:45:00,1900-01-01 18:00:00,5,1,0,32,20.8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
18914,26105,1.0,1900-01-01 09:10:00,1900-01-01 09:15:00,5,1,0,24,3.0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1
18915,26106,0.0,1900-01-01 10:15:00,1900-01-01 10:30:00,3,0,0,17,3.9,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
18916,26108,1.0,1900-01-01 14:55:00,1900-01-01 15:05:00,1,0,0,29,12.2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
18917,26109,1.0,1900-01-01 18:15:00,1900-01-01 18:20:00,5,1,0,12,8.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
18918,26110,1.0,1900-01-01 20:40:00,1900-01-01 20:45:00,1,0,0,22,10.9,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0
18919,26111,1.0,1900-01-01 20:25:00,1900-01-01 20:40:00,3,0,0,26,26.2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0
18920,26112,0.0,1900-01-01 21:40:00,1900-01-01 21:55:00,4,0,0,44,19.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
18921,26113,1.0,1900-01-01 19:40:00,1900-01-01 19:50:00,2,0,0,18,12.2,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
18922,26114,1.0,1900-01-01 19:50:00,1900-01-01 19:55:00,0,0,0,28,20.4,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
18923,26116,1.0,1900-01-01 17:35:00,1900-01-01 17:50:00,6,1,0,42,17.3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
18924,26117,1.0,1900-01-01 10:00:00,1900-01-01 10:15:00,3,0,0,15,4.3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
18925,26118,1.0,1900-01-01 21:10:00,1900-01-01 21:15:00,0,0,0,34,23.8,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0
18926,26119,1.0,1900-01-01 18:30:00,1900-01-01 18:35:00,5,1,0,19,15.3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
18927,26122,1.0,1900-01-01 17:25:00,1900-01-01 17:35:00,2,0,0,23,19.4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
18928,26123,2.0,1900-01-01 12:00:00,1900-01-01 12:10:00,5,1,0,33,2.7,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
18929,26125,1.0,1900-01-01 18:35:00,1900-01-01 18:50:00,6,1,0,32,30.3,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0
18930,26126,1.0,1900-01-01 19:10:00,1900-01-01 19:20:00,4,0,0,25,16.2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
18931,26128,0.0,1900-01-01 11:50:00,1900-01-01 11:55:00,5,1,0,21,5.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
18932,26129,1.0,1900-01-01 23:30:00,1900-01-01 23:40:00,5,1,0,30,35.4,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
18933,26130,1.0,1900-01-01 09:30:00,1900-01-01 09:35:00,0,0,0,19,5.4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
18934,26131,0.0,1900-01-01 21:45:00,1900-01-01 21:55:00,5,1,0,20,16.1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0
18935,26132,1.0,1900-01-01 19:15:00,1900-01-01 19:30:00,3,0,0,19,23.8,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
18936,26133,1.0,1900-01-01 12:00:00,1900-01-01 12:05:00,0,0,0,16,2.2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
18937,26134,1.0,1900-01-01 08:50:00,1900-01-01 09:05:00,6,1,0,25,7.8,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
18938,26135,1.0,1900-01-01 10:55:00,1900-01-01 11:00:00,1,0,0,26,4.7,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
18939,26137,0.0,1900-01-01 17:20:00,1900-01-01 17:35:00,2,0,0,16,12.2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
18940,26139,0.0,1900-01-01 21:55:00,1900-01-01 22:05:00,4,0,0,30,5.9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
18941,26141,0.0,1900-01-01 08:30:00,1900-01-01 08:45:00,5,1,0,15,2.1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
18942,26142,1.0,1900-01-01 17:55:00,1900-01-01 18:05:00,2,0,0,26,13.7,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0
18943,26143,0.0,1900-01-01 18:45:00,1900-01-01 18:50:00,4,0,1,37,29.6,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
18944,26144,0.0,1900-01-01 08:50:00,1900-01-01 08:55:00,3,0,0,16,4.3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
18945,26145,1.0,1900-01-01 21:15:00,1900-01-01 21:20:00,2,0,0,34,21.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
18946,26146,0.0,1900-01-01 19:30:00,1900-01-01 19:40:00,4,0,0,46,30.5,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1
18947,26147,0.0,1900-01-01 09:15:00,1900-01-01 09:25:00,6,1,0,16,10.8,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0
18948,26148,1.0,1900-01-01 09:20:00,1900-01-01 09:30:00,2,0,0,28,4.2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
18949,26149,1.0,1900-01-01 23:00:00,1900-01-01 23:10:00,2,0,0,30,26.3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
18950,26150,1.0,1900-01-01 23:45:00,1900-01-01 00:00:00,4,0,0,14,15.6,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
18951,26151,1.0,1900-01-01 17:35:00,1900-01-01 17:40:00,3,0,0,28,12.2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
18952,26152,1.0,1900-01-01 12:40:00,1900-01-01 12:50:00,6,1,0,32,11.3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18953,26154,1.0,1900-01-01 21:45:00,1900-01-01 22:00:00,0,0,0,15,6.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
18954,26155,1.0,1900-01-01 11:55:00,1900-01-01 12:00:00,2,0,0,25,4.3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
18955,26157,0.0,1900-01-01 21:25:00,1900-01-01 21:30:00,2,0,0,43,27.3,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1
18956,26159,0.0,1900-01-01 19:40:00,1900-01-01 19:55:00,0,0,0,21,25.9,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1
18957,26160,1.0,1900-01-01 21:25:00,1900-01-01 21:30:00,3,0,0,29,13.7,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
18958,26161,1.0,1900-01-01 23:25:00,1900-01-01 23:40:00,2,0,0,38,20.6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
18959,26162,0.0,1900-01-01 09:20:00,1900-01-01 09:30:00,3,0,0,18,1.9,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
18960,26163,0.0,1900-01-01 22:15:00,1900-01-01 22:25:00,4,0,1,17,20.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
18961,26164,0.0,1900-01-01 10:20:00,1900-01-01 10:30:00,3,0,0,19,2.1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
18962,26165,1.0,1900-01-01 22:00:00,1900-01-01 22:05:00,5,1,0,33,15.4,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1
18963,26166,1.0,1900-01-01 10:00:00,1900-01-01 10:05:00,3,0,0,26,6.3,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0
18964,26168,0.0,1900-01-01 09:20:00,1900-01-01 09:25:00,5,1,0,21,4.9,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0
18965,26170,3.0,1900-01-01 20:20:00,1900-01-01 20:30:00,0,0,0,53,28.5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
18966,26171,1.0,1900-01-01 18:25:00,1900-01-01 18:40:00,0,0,0,16,13.5,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1
18967,26172,1.0,1900-01-01 20:30:00,1900-01-01 20:40:00,2,0,0,45,45.2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
18968,26173,0.0,1900-01-01 08:15:00,1900-01-01 08:25:00,2,0,0,27,2.6,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
18969,26174,0.0,1900-01-01 22:40:00,1900-01-01 22:50:00,4,0,0,15,19.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
18970,26175,1.0,1900-01-01 13:00:00,1900-01-01 13:15:00,1,0,0,20,10.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
