,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min)
10356,26.956431,75.776649,27.096431,75.916649,2022-03-29,20:00,20:10,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 20:00:00,1900-01-01 20:10:00,1,0,0,30
24009,12.978453,77.643685,13.018453,77.683685,2022-03-19,12:20,12:25,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,1900-01-01 12:20:00,1900-01-01 12:25:00,5,1,0,29
39377,12.949934,77.699386,13.019934,77.769386,2022-08-03,18:35,18:45,Fog,Medium,2,Meal,motorcycle,2.0,No,Metropolitian,1900-01-01 18:35:00,1900-01-01 18:45:00,2,0,0,38
7802,22.310329,73.169083,22.390329,73.249083,2022-03-23,19:00,19:10,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 19:00:00,1900-01-01 19:10:00,2,0,0,30
26527,11.000762,76.981876,11.080762,77.061876,2022-03-14,17:15,17:30,Sandstorms,Medium,2,Meal,motorcycle,0.0,No,Urban,1900-01-01 17:15:00,1900-01-01 17:30:00,0,0,0,16
348,13.054347,80.257221,13.134347,80.337221,2022-03-14,22:20,22:25,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 22:20:00,1900-01-01 22:25:00,0,0,0,24
4572,22.725748,75.898497,22.775748,75.948497,2022-05-03,18:00,18:10,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 18:00:00,1900-01-01 18:10:00,1,0,0,22
25549,19.131141,72.813074,19.26114,72.943074,2022-04-04,20:50,20:55,Cloudy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,1900-01-01 20:50:00,1900-01-01 20:55:00,0,0,0,50
7131,18.593481,73.785901,18.673481,73.865901,2022-03-27,20:45,20:55,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 20:45:00,1900-01-01 20:55:00,6,1,0,34
37803,13.026286,80.275235,13.036286,80.285235,2022-07-03,8:20,8:30,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,1900-01-01 08:20:00,1900-01-01 08:30:00,6,1,0,15
34141,22.310237,73.158921,22.360237,73.208921,2022-11-03,21:30,21:45,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 21:30:00,1900-01-01 21:45:00,3,0,0,26
7354,10.994136,76.963303,11.024136,76.993303,2022-03-03,19:40,19:50,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 19:40:00,1900-01-01 19:50:00,3,0,0,23
17656,12.986047,80.218114,13.116047,80.348114,2022-03-18,18:00,18:10,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,1900-01-01 18:00:00,1900-01-01 18:10:00,4,0,1,35
30977,26.913483,75.803139,26.993483,75.883139,2022-03-31,18:30,18:45,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 18:30:00,1900-01-01 18:45:00,3,0,0,16
2850,12.321214,76.621094,12.401214,76.701094,2022-03-16,20:55,21:10,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 20:55:00,1900-01-01 21:10:00,2,0,0,41
38923,17.429585,78.392621,17.519585,78.482621,2022-06-03,21:15,21:25,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,1900-01-01 21:15:00,1900-01-01 21:25:00,4,0,0,46
15173,19.065838,72.832658,19.095838,72.862658,2022-03-03,18:50,18:55,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,1900-01-01 18:50:00,1900-01-01 18:55:00,3,0,0,28
10372,26.88842,75.800689,26.94842,75.860689,2022-03-30,21:50,22:00,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 21:50:00,1900-01-01 22:00:00,2,0,0,27
23634,10.96185,76.971082,11.05185,77.061082,2022-03-27,21:30,21:45,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,1900-01-01 21:30:00,1900-01-01 21:45:00,6,1,0,19
14475,26.910262,75.783013,27.050262,75.923013,2022-03-31,22:15,22:20,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,1900-01-01 22:15:00,1900-01-01 22:20:00,3,0,0,16
11079,11.006686,76.951736,11.116686,77.061736,2022-03-27,22:20,22:25,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 22:20:00,1900-01-01 22:25:00,6,1,0,44
18510,21.173343,72.792731,21.253343,72.872731,2022-03-27,22:35,22:40,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,1900-01-01 22:35:00,1900-01-01 22:40:00,6,1,0,26
38480,18.55144,73.804855,18.66144,73.914855,2022-03-31,19:30,19:45,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,1900-01-01 19:30:00,1900-01-01 19:45:00,3,0,0,49
1014,17.450851,78.379347,17.540851,78.469347,2022-08-03,22:20,22:30,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 22:20:00,1900-01-01 22:30:00,2,0,0,25
14966,19.103249,72.846749,19.143249,72.886749,2022-03-03,15:35,15:45,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 15:35:00,1900-01-01 15:45:00,3,0,0,28
700,12.323994,76.626167,12.353994,76.656167,2022-03-04,22:45,22:50,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 22:45:00,1900-01-01 22:50:00,4,0,0,29
41250,26.911378,75.789034,27.021378,75.899034,2022-03-23,21:45,21:55,Fog,Jam,0,Buffet,motorcycle,3.0,Yes,Semi-Urban,1900-01-01 21:45:00,1900-01-01 21:55:00,2,0,0,54
27494,19.103249,72.846749,19.143249,72.886749,2022-03-24,14:25,14:40,Sunny,High,1,Buffet,motorcycle,0.0,No,Urban,1900-01-01 14:25:00,1900-01-01 14:40:00,3,0,0,15
28021,22.725835,75.887648,22.735835,75.897648,2022-09-03,11:00,11:05,Sunny,Low,2,Drinks,scooter,0.0,No,Urban,1900-01-01 11:00:00,1900-01-01 11:05:00,5,1,0,15
2890,21.149834,72.778666,21.279834,72.908666,2022-03-29,19:45,20:00,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 19:45:00,1900-01-01 20:00:00,1,0,0,45
36013,19.176269,72.836721,19.196269,72.856721,2022-03-04,9:00,9:05,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,1900-01-01 09:00:00,1900-01-01 09:05:00,4,0,0,18
22180,11.022298,76.998349,11.152298,77.128349,2022-03-18,19:25,19:35,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,1900-01-01 19:25:00,1900-01-01 19:35:00,4,0,1,16
25201,21.186884,72.793616,21.256884,72.863616,2022-02-03,18:35,18:45,Fog,Medium,1,Drinks,scooter,1.0,Yes,Metropolitian,1900-01-01 18:35:00,1900-01-01 18:45:00,3,0,0,41
28623,22.727021,75.884167,22.737021,75.894167,2022-05-04,10:50,11:00,Sunny,Low,1,Meal,scooter,0.0,No,Urban,1900-01-01 10:50:00,1900-01-01 11:00:00,2,0,0,10
10196,18.592718,73.773572,18.662718,73.843572,2022-02-03,17:25,17:30,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 17:25:00,1900-01-01 17:30:00,3,0,0,18
26363,23.359194,85.325447,23.489194,85.455447,2022-03-16,18:40,18:55,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,1900-01-01 18:40:00,1900-01-01 18:55:00,2,0,0,39
36137,13.045479,80.23311,13.055479,80.24311,2022-03-15,10:45,10:50,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,1900-01-01 10:45:00,1900-01-01 10:50:00,1,0,0,19
31636,25.450329,81.834279,25.490329,81.874279,2022-11-02,14:25,14:30,Cloudy,High,2,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 14:25:00,1900-01-01 14:30:00,2,0,0,37
19364,18.51421,73.838429,18.64421,73.968429,2022-12-03,20:55,21:00,Stormy,Jam,0,Snack,motorcycle,1.0,No,Urban,1900-01-01 20:55:00,1900-01-01 21:00:00,5,1,0,38
23616,19.1093,72.825451,19.1693,72.885451,2022-09-03,19:45,20:00,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,1900-01-01 19:45:00,1900-01-01 20:00:00,5,1,0,25
26366,12.979096,77.640625,13.049096,77.710625,2022-02-04,18:10,18:20,Stormy,Medium,1,Snack,scooter,0.0,No,Urban,1900-01-01 18:10:00,1900-01-01 18:20:00,4,0,0,38
37797,26.913987,75.752891,26.943987,75.782891,2022-03-04,23:25,23:40,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,1900-01-01 23:25:00,1900-01-01 23:40:00,4,0,0,13
37257,21.173493,72.801953,21.223493,72.851953,2022-03-17,23:10,23:25,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 23:10:00,1900-01-01 23:25:00,3,0,0,14
15711,23.359407,85.325055,23.429407,85.395055,2022-04-03,17:15,17:25,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,1900-01-01 17:15:00,1900-01-01 17:25:00,6,1,0,27
12204,23.333017,85.3172,23.463017,85.4472,2022-10-03,19:30,19:40,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,1900-01-01 19:30:00,1900-01-01 19:40:00,0,0,0,37
24295,23.371292,85.327872,23.381292,85.337872,2022-03-19,10:10,10:20,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,1900-01-01 10:10:00,1900-01-01 10:20:00,5,1,0,21
2026,12.323225,76.630028,12.383225,76.690028,2022-05-04,22:50,23:05,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 22:50:00,1900-01-01 23:05:00,2,0,0,25
15117,26.921411,75.793604,27.031411,75.903604,2022-03-23,17:15,17:20,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,1900-01-01 17:15:00,1900-01-01 17:20:00,2,0,0,37
39335,26.846156,75.8023,26.916156,75.8723,2022-03-14,17:35,17:45,Fog,Medium,2,Snack,motorcycle,2.0,No,Metropolitian,1900-01-01 17:35:00,1900-01-01 17:45:00,0,0,0,41
14174,19.120083,72.907385,19.170083,72.957385,2022-03-13,19:55,20:10,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 19:55:00,1900-01-01 20:10:00,6,1,0,15
1498,12.352058,76.60665,12.372058,76.62665,2022-05-03,11:00,11:15,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 11:00:00,1900-01-01 11:15:00,1,0,0,26
4886,26.911927,75.797282,27.001927,75.887282,2022-03-25,17:20,17:25,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 17:20:00,1900-01-01 17:25:00,4,0,0,25
21155,23.39925,85.390464,23.45925,85.450464,2022-11-03,17:50,18:05,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Urban,1900-01-01 17:50:00,1900-01-01 18:05:00,3,0,0,20
29733,26.474986,80.342796,26.564986,80.432796,2022-02-14,17:35,17:45,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 17:35:00,1900-01-01 17:45:00,0,0,0,21
9971,9.970717,76.285447,10.030717,76.345447,2022-11-02,0:00,0:05,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 00:00:00,1900-01-01 00:05:00,2,0,0,27
8191,22.753659,75.903365,22.773659,75.923365,2022-03-24,9:00,9:15,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 09:00:00,1900-01-01 09:15:00,3,0,0,15
14030,12.323978,76.627961,12.393978,76.697961,2022-03-27,21:35,21:40,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 21:35:00,1900-01-01 21:40:00,6,1,0,22
7984,18.516216,73.842527,18.566216,73.892527,2022-07-03,21:35,21:50,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 21:35:00,1900-01-01 21:50:00,6,1,0,13
40084,27.163303,78.057044,27.253303,78.147044,2022-02-18,19:20,19:25,Cloudy,Jam,1,Buffet,scooter,2.0,Yes,Metropolitian,1900-01-01 19:20:00,1900-01-01 19:25:00,4,0,0,44
7967,22.308096,73.167753,22.338096,73.197753,2022-03-30,20:50,20:55,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 20:50:00,1900-01-01 20:55:00,2,0,0,30
2052,19.207222,72.972281,19.227222,72.992281,2022-03-24,9:50,10:05,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 09:50:00,1900-01-01 10:05:00,3,0,0,23
39662,19.876219,75.346017,19.956219,75.426017,2022-12-02,22:15,22:20,Cloudy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,1900-01-01 22:15:00,1900-01-01 22:20:00,4,0,0,36
33523,12.906229,77.596791,12.956229,77.646791,2022-01-04,21:15,21:20,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,1900-01-01 21:15:00,1900-01-01 21:20:00,1,0,0,30
20170,21.149669,72.772629,21.279669,72.902629,2022-08-03,17:25,17:35,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,1900-01-01 17:25:00,1900-01-01 17:35:00,2,0,0,22
14689,12.975996,80.221898,13.025996,80.271898,2022-01-03,19:30,19:40,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,1900-01-01 19:30:00,1900-01-01 19:40:00,0,0,0,24
4723,26.766536,75.837333,26.826536,75.897333,2022-03-28,17:45,17:55,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 17:45:00,1900-01-01 17:55:00,0,0,0,28
12215,22.751857,75.866699,22.881857,75.996699,2022-02-03,20:55,21:00,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 20:55:00,1900-01-01 21:00:00,3,0,0,36
6835,19.22384,72.841347,19.31384,72.931347,2022-02-04,17:20,17:30,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 17:20:00,1900-01-01 17:30:00,4,0,0,34
10409,22.31279,73.170283,22.38279,73.240283,2022-02-04,18:40,18:45,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 18:40:00,1900-01-01 18:45:00,4,0,0,23
31637,17.428294,78.404423,17.448294,78.424423,2022-03-17,11:45,12:00,Windy,High,2,Meal,scooter,0.0,No,Metropolitian,1900-01-01 11:45:00,1900-01-01 12:00:00,3,0,0,28
35597,12.337928,76.617889,12.357928,76.637889,2022-03-17,10:15,10:30,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,1900-01-01 10:15:00,1900-01-01 10:30:00,3,0,0,12
22275,22.761226,75.887522,22.781226,75.907522,2022-03-30,11:45,12:00,Cloudy,High,0,Buffet,motorcycle,1.0,No,Urban,1900-01-01 11:45:00,1900-01-01 12:00:00,2,0,0,27
32708,26.921411,75.793604,27.031411,75.903604,2022-08-03,20:55,21:00,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 20:55:00,1900-01-01 21:00:00,2,0,0,43
21834,22.308096,73.167753,22.388096,73.247753,2022-02-03,18:55,19:10,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,1900-01-01 18:55:00,1900-01-01 19:10:00,3,0,0,29
8616,18.554382,73.798206,18.644382,73.888206,2022-03-20,20:50,20:55,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 20:50:00,1900-01-01 20:55:00,6,1,0,24
30036,19.874733,75.353942,19.934733,75.413942,2022-02-17,18:10,18:20,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 18:10:00,1900-01-01 18:20:00,3,0,0,25
3839,18.554382,73.798206,18.664382,73.908206,2022-03-27,20:30,20:45,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 20:30:00,1900-01-01 20:45:00,6,1,0,41
41526,22.74806,75.8934,22.75806,75.9034,2022-03-26,12:00,12:10,Stormy,High,2,Buffet,scooter,1.0,No,Urban,1900-01-01 12:00:00,1900-01-01 12:10:00,5,1,0,29
25771,23.351489,85.324253,23.461489,85.434253,2022-10-03,20:45,21:00,Fog,Jam,2,Meal,scooter,0.0,Yes,Metropolitian,1900-01-01 20:45:00,1900-01-01 21:00:00,0,0,0,43
8772,22.307898,73.167788,22.417898,73.277788,2022-03-16,20:35,20:50,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 20:35:00,1900-01-01 20:50:00,2,0,0,16
38529,11.010375,76.95295,11.070375,77.01295,2022-03-21,20:10,20:25,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,1900-01-01 20:10:00,1900-01-01 20:25:00,0,0,0,39
30499,12.975377,77.696664,13.085377,77.806664,2022-04-04,18:00,18:10,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,1900-01-01 18:00:00,1900-01-01 18:10:00,0,0,0,22
8211,26.472001,80.354002,26.602001,80.484002,2022-02-18,22:50,23:00,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 22:50:00,1900-01-01 23:00:00,4,0,0,18
3190,30.899584,75.809346,31.029584,75.939346,2022-02-18,21:00,21:15,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 21:00:00,1900-01-01 21:15:00,4,0,0,25
36173,26.911378,75.789034,27.021378,75.899034,2022-03-20,22:45,22:50,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 22:45:00,1900-01-01 22:50:00,6,1,0,20
25225,22.753659,75.903365,22.793659,75.943365,2022-05-03,12:40,12:50,Windy,High,0,Drinks,motorcycle,1.0,Yes,Metropolitian,1900-01-01 12:40:00,1900-01-01 12:50:00,1,0,0,46
3383,12.304569,76.643622,12.354569,76.693622,2022-03-26,21:50,22:05,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 21:50:00,1900-01-01 22:05:00,5,1,0,22
4754,26.483042,80.317833,26.543042,80.377833,2022-11-02,17:55,18:05,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 17:55:00,1900-01-01 18:05:00,2,0,0,28
9895,23.357804,85.325146,23.387804,85.355146,2022-05-03,21:25,21:30,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 21:25:00,1900-01-01 21:30:00,1,0,0,25
805,27.160934,78.044095,27.170934,78.054095,2022-02-13,9:35,9:45,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 09:35:00,1900-01-01 09:45:00,6,1,0,24
26907,25.451646,81.832796,25.491646,81.872796,2022-02-17,12:40,12:45,Windy,High,0,Snack,motorcycle,0.0,No,Urban,1900-01-01 12:40:00,1900-01-01 12:45:00,3,0,0,29
1280,21.185047,72.80859,21.205047,72.82859,2022-05-04,10:35,10:40,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 10:35:00,1900-01-01 10:40:00,2,0,0,19
4919,19.120083,72.907385,19.230083,73.017385,2022-02-03,18:40,18:50,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 18:40:00,1900-01-01 18:50:00,3,0,0,28
12310,19.120083,72.907385,19.250083,73.037385,2022-04-03,20:30,20:40,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 20:30:00,1900-01-01 20:40:00,6,1,0,35
10263,22.732225,75.874765,22.762225,75.904765,2022-03-24,0:00,0:05,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 00:00:00,1900-01-01 00:05:00,3,0,0,14
14935,17.424114,78.347554,17.484114,78.407554,2022-03-13,18:00,18:15,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 18:00:00,1900-01-01 18:15:00,6,1,0,24
10705,13.081878,80.248519,13.111878,80.278519,2022-05-04,21:20,21:35,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 21:20:00,1900-01-01 21:35:00,2,0,0,19
18152,10.994136,76.963303,11.024136,76.993303,2022-03-26,17:45,17:55,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,1900-01-01 17:45:00,1900-01-01 17:55:00,5,1,0,21
38911,26.88842,75.800689,26.99842,75.910689,2022-12-03,19:25,19:30,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,1900-01-01 19:25:00,1900-01-01 19:30:00,5,1,0,45
12737,30.328174,78.049117,30.418174,78.139117,2022-12-02,17:20,17:25,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,1900-01-01 17:20:00,1900-01-01 17:25:00,4,0,0,28
27725,18.51421,73.838429,18.59421,73.918429,2022-03-25,21:20,21:30,Windy,Jam,1,Drinks,motorcycle,0.0,No,Urban,1900-01-01 21:20:00,1900-01-01 21:30:00,4,0,0,19
37189,13.026286,80.275235,13.046286,80.295235,2022-11-03,8:55,9:05,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,1900-01-01 08:55:00,1900-01-01 09:05:00,3,0,0,29
29751,15.585658,73.743606,15.615658,73.773606,2022-11-02,18:55,19:10,Stormy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,1900-01-01 18:55:00,1900-01-01 19:10:00,2,0,0,28
3589,21.173493,72.801953,21.243493,72.871953,2022-03-29,21:00,21:10,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 21:00:00,1900-01-01 21:10:00,1,0,0,48
27159,13.091809,80.219104,13.131809,80.259104,2022-03-26,15:00,15:15,Stormy,High,2,Meal,scooter,0.0,No,Urban,1900-01-01 15:00:00,1900-01-01 15:15:00,5,1,0,33
33999,12.326356,76.619103,12.376356,76.669103,2022-03-19,20:30,20:40,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 20:30:00,1900-01-01 20:40:00,5,1,0,13
1087,12.323978,76.627961,12.343978,76.647961,2022-03-17,9:25,9:35,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 09:25:00,1900-01-01 09:35:00,3,0,0,16
18414,21.157729,72.768726,21.267729,72.878726,2022-03-14,17:50,17:55,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,1900-01-01 17:50:00,1900-01-01 17:55:00,0,0,0,25
39039,12.981615,80.231598,13.091615,80.341598,2022-03-23,20:50,20:55,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,1900-01-01 20:50:00,1900-01-01 20:55:00,2,0,0,40
255,30.332735,78.054222,30.352735,78.074222,2022-02-17,10:55,11:00,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 10:55:00,1900-01-01 11:00:00,3,0,0,23
9921,12.934365,77.616155,13.014365,77.696155,2022-03-29,22:50,23:05,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 22:50:00,1900-01-01 23:05:00,1,0,0,21
32018,13.066762,80.251865,13.106762,80.291865,2022-07-03,13:00,13:10,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 13:00:00,1900-01-01 13:10:00,6,1,0,22
2479,19.12663,72.829976,19.21663,72.919976,2022-02-04,21:30,21:40,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 21:30:00,1900-01-01 21:40:00,4,0,0,47
28080,13.066762,80.251865,13.196762,80.381865,2022-04-04,23:55,0:10,Stormy,Low,2,Snack,electric_scooter,0.0,No,Urban,1900-01-01 23:55:00,1900-01-01 00:10:00,0,0,0,12
25380,25.454697,81.834492,25.544697,81.924492,2022-02-16,21:25,21:40,Cloudy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,1900-01-01 21:25:00,1900-01-01 21:40:00,2,0,0,44
22089,12.914264,77.6784,12.944264,77.7084,2022-03-28,21:55,22:10,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,1900-01-01 21:55:00,1900-01-01 22:10:00,0,0,0,39
35182,30.335259,78.053162,30.475259,78.193162,2022-02-18,22:20,22:30,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 22:20:00,1900-01-01 22:30:00,4,0,0,19
14000,11.000762,76.981876,11.070762,77.051876,2022-10-03,20:00,20:05,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,1900-01-01 20:00:00,1900-01-01 20:05:00,0,0,0,25
21064,15.574828,73.766883,15.604828,73.796883,2022-02-17,18:35,18:50,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,1900-01-01 18:35:00,1900-01-01 18:50:00,3,0,0,17
17299,21.186608,72.794136,21.216608,72.824136,2022-03-17,23:20,23:25,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,1900-01-01 23:20:00,1900-01-01 23:25:00,3,0,0,13
17797,17.430448,78.418213,17.560448,78.548213,2022-03-14,20:15,20:30,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,1900-01-01 20:15:00,1900-01-01 20:30:00,0,0,0,40
5911,21.186438,72.794115,21.246438,72.854115,2022-03-30,18:55,19:05,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 18:55:00,1900-01-01 19:05:00,2,0,0,35
3366,18.592718,73.773572,18.722718,73.903572,2022-06-03,21:25,21:35,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 21:25:00,1900-01-01 21:35:00,4,0,0,43
30410,30.327968,78.046106,30.437968,78.156106,2022-12-02,18:30,18:40,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 18:30:00,1900-01-01 18:40:00,4,0,0,11
28691,21.160522,72.771477,21.180522,72.791477,2022-03-04,9:55,10:10,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,1900-01-01 09:55:00,1900-01-01 10:10:00,4,0,0,21
18648,19.876994,75.372353,19.986994,75.482353,2022-02-16,19:15,19:30,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,1900-01-01 19:15:00,1900-01-01 19:30:00,2,0,0,27
27105,19.866969,75.318894,19.926969,75.378894,2022-02-17,21:20,21:30,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,1900-01-01 21:20:00,1900-01-01 21:30:00,3,0,0,14
23533,26.913483,75.803139,27.023483,75.913139,2022-04-04,20:00,20:10,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,1900-01-01 20:00:00,1900-01-01 20:10:00,0,0,0,35
33857,30.899584,75.809346,30.959584,75.869346,2022-02-13,21:45,21:50,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 21:45:00,1900-01-01 21:50:00,6,1,0,21
24281,13.066762,80.251865,13.076762,80.261865,2022-03-03,10:55,11:05,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,1900-01-01 10:55:00,1900-01-01 11:05:00,3,0,0,12
15830,17.411028,78.329645,17.421028,78.339645,2022-03-19,11:50,11:55,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,1900-01-01 11:50:00,1900-01-01 11:55:00,5,1,0,26
