,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban,hour,time_hour,식사
12402,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,5,1,0,30,27.5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,21,식사,1
12403,1.0,1900-01-01 09:10:00,1900-01-01 09:20:00,3,0,0,19,3.1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,1,9,no식사,0
12404,1.0,1900-01-01 17:50:00,1900-01-01 18:05:00,4,0,0,36,21.4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,17,식사,1
12405,2.0,1900-01-01 21:15:00,1900-01-01 21:20:00,6,1,0,36,27.2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,21,식사,1
12406,1.0,1900-01-01 08:25:00,1900-01-01 08:35:00,6,1,0,17,2.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,8,no식사,0
12407,1.0,1900-01-01 21:55:00,1900-01-01 22:00:00,6,1,0,42,16.5,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,21,식사,1
12408,1.0,1900-01-01 23:10:00,1900-01-01 23:15:00,5,1,0,24,19.6,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,23,no식사,0
12409,1.0,1900-01-01 10:10:00,1900-01-01 10:20:00,5,1,0,29,4.8,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,10,no식사,0
12410,1.0,1900-01-01 20:10:00,1900-01-01 20:25:00,3,0,0,28,29.6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,식사,1
12411,1.0,1900-01-01 23:50:00,1900-01-01 00:05:00,4,0,0,11,21.1,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,23,no식사,0
12412,2.0,1900-01-01 20:55:00,1900-01-01 21:10:00,6,1,0,52,27.5,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,20,식사,1
12413,1.0,1900-01-01 22:45:00,1900-01-01 22:55:00,6,1,0,19,18.8,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,22,no식사,0
12414,1.0,1900-01-01 18:55:00,1900-01-01 19:00:00,6,1,0,27,23.5,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,18,식사,1
12415,2.0,1900-01-01 13:00:00,1900-01-01 13:05:00,6,1,0,38,8.3,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,13,식사,1
12416,1.0,1900-01-01 22:00:00,1900-01-01 22:10:00,6,1,0,27,6.2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,22,no식사,0
12417,1.0,1900-01-01 18:00:00,1900-01-01 18:05:00,6,1,0,27,21.5,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,18,식사,1
12418,1.0,1900-01-01 21:20:00,1900-01-01 21:30:00,4,0,0,18,16.9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21,식사,1
12419,1.0,1900-01-01 10:00:00,1900-01-01 10:05:00,2,0,0,19,2.1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,10,no식사,0
12421,1.0,1900-01-01 22:55:00,1900-01-01 23:00:00,2,0,0,15,19.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,22,no식사,0
12422,1.0,1900-01-01 21:15:00,1900-01-01 21:25:00,6,1,0,44,27.9,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,1,0,0,21,식사,1
12423,1.0,1900-01-01 19:25:00,1900-01-01 19:35:00,3,0,0,24,15.8,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,19,식사,1
12424,1.0,1900-01-01 17:45:00,1900-01-01 17:55:00,5,1,0,26,19.8,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,17,식사,1
12425,1.0,1900-01-01 23:10:00,1900-01-01 23:20:00,0,0,0,23,11.4,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,23,no식사,0
12426,1.0,1900-01-01 21:15:00,1900-01-01 21:30:00,4,0,0,20,16.3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,21,식사,1
12427,1.0,1900-01-01 10:20:00,1900-01-01 10:30:00,5,1,0,28,4.2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,10,no식사,0
12428,1.0,1900-01-01 19:35:00,1900-01-01 19:40:00,0,0,0,17,12.1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,19,식사,1
12429,1.0,1900-01-01 08:25:00,1900-01-01 08:40:00,6,1,0,34,2.9,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,8,no식사,0
12430,1.0,1900-01-01 17:20:00,1900-01-01 17:30:00,4,0,0,37,18.7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,17,식사,1
12431,1.0,1900-01-01 10:00:00,1900-01-01 10:10:00,1,0,0,12,2.7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,10,no식사,0
12432,1.0,1900-01-01 09:15:00,1900-01-01 09:30:00,3,0,0,17,1.9,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,9,no식사,0
12433,1.0,1900-01-01 18:55:00,1900-01-01 19:05:00,2,0,0,15,11.3,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,18,식사,1
12434,1.0,1900-01-01 09:30:00,1900-01-01 09:40:00,3,0,0,28,3.4,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,9,no식사,0
12435,1.0,1900-01-01 20:15:00,1900-01-01 20:20:00,4,0,0,26,24.9,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,20,식사,1
12436,1.0,1900-01-01 23:20:00,1900-01-01 23:30:00,3,0,0,28,14.9,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,23,no식사,0
12437,1.0,1900-01-01 10:45:00,1900-01-01 10:50:00,5,1,0,26,3.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,10,no식사,0
12438,1.0,1900-01-01 17:55:00,1900-01-01 18:00:00,3,0,0,17,13.3,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,17,식사,1
12439,1.0,1900-01-01 11:40:00,1900-01-01 11:45:00,3,0,0,26,3.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,11,식사,1
12440,1.0,1900-01-01 19:15:00,1900-01-01 19:25:00,3,0,0,27,11.0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,19,식사,1
12441,1.0,1900-01-01 17:55:00,1900-01-01 18:10:00,5,1,0,32,16.6,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,17,식사,1
12442,1.0,1900-01-01 11:25:00,1900-01-01 11:35:00,5,1,0,26,4.2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,11,식사,1
12443,1.0,1900-01-01 12:40:00,1900-01-01 12:55:00,1,0,0,22,12.1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,12,식사,1
12444,1.0,1900-01-01 18:50:00,1900-01-01 19:00:00,2,0,0,33,18.6,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,18,식사,1
12445,1.0,1900-01-01 11:00:00,1900-01-01 11:05:00,5,1,0,23,6.3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,11,식사,1
12446,1.0,1900-01-01 17:45:00,1900-01-01 18:00:00,4,0,0,41,18.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,17,식사,1
12447,1.0,1900-01-01 12:55:00,1900-01-01 13:10:00,3,0,0,33,8.3,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,12,식사,1
12448,1.0,1900-01-01 09:30:00,1900-01-01 09:40:00,1,0,0,12,9.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,9,no식사,0
12449,1.0,1900-01-01 10:20:00,1900-01-01 10:30:00,1,0,0,25,1.8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,10,no식사,0
12450,1.0,1900-01-01 21:35:00,1900-01-01 21:40:00,3,0,0,22,10.9,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,21,식사,1
12451,1.0,1900-01-01 17:30:00,1900-01-01 17:35:00,0,0,0,23,21.4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,17,식사,1
12452,1.0,1900-01-01 18:25:00,1900-01-01 18:30:00,4,0,0,22,26.5,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,18,식사,1
12453,1.0,1900-01-01 19:30:00,1900-01-01 19:40:00,3,0,0,38,28.1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,19,식사,1
12454,1.0,1900-01-01 17:55:00,1900-01-01 18:10:00,2,0,0,38,24.0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,17,식사,1
12455,1.0,1900-01-01 18:25:00,1900-01-01 18:30:00,6,1,0,34,15.4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,18,식사,1
12456,1.0,1900-01-01 18:00:00,1900-01-01 18:10:00,4,0,1,42,21.4,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,1,0,0,18,식사,1
12457,1.0,1900-01-01 20:25:00,1900-01-01 20:40:00,4,0,0,39,24.3,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,20,식사,1
12458,1.0,1900-01-01 18:25:00,1900-01-01 18:35:00,2,0,0,24,21.7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,18,식사,1
12459,2.0,1900-01-01 19:15:00,1900-01-01 19:20:00,4,0,0,44,6.3,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,19,식사,1
12460,1.0,1900-01-01 13:55:00,1900-01-01 14:00:00,5,1,0,31,9.7,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,13,식사,1
12461,1.0,1900-01-01 11:50:00,1900-01-01 12:00:00,1,0,0,23,4.2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,11,식사,1
12462,2.0,1900-01-01 11:40:00,1900-01-01 11:45:00,2,0,0,37,2.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11,식사,1
12463,1.0,1900-01-01 18:20:00,1900-01-01 18:35:00,6,1,0,31,13.7,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,18,식사,1
12464,1.0,1900-01-01 22:30:00,1900-01-01 22:40:00,6,1,0,11,12.8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,22,no식사,0
12465,1.0,1900-01-01 22:25:00,1900-01-01 22:35:00,1,0,0,12,21.8,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,22,no식사,0
12466,1.0,1900-01-01 13:30:00,1900-01-01 13:35:00,3,0,0,21,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,13,식사,1
12467,1.0,1900-01-01 20:40:00,1900-01-01 20:55:00,5,1,0,22,7.0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,20,식사,1
12468,1.0,1900-01-01 08:20:00,1900-01-01 08:35:00,1,0,0,29,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,8,no식사,0
12469,1.0,1900-01-01 17:20:00,1900-01-01 17:35:00,5,1,0,19,9.3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,17,식사,1
12470,1.0,1900-01-01 20:10:00,1900-01-01 20:20:00,5,1,0,29,6.7,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,20,식사,1
12471,1.0,1900-01-01 08:25:00,1900-01-01 08:40:00,1,0,0,29,4.8,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,8,no식사,0
12472,1.0,1900-01-01 08:30:00,1900-01-01 08:35:00,3,0,0,26,4.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,8,no식사,0
12473,1.0,1900-01-01 18:50:00,1900-01-01 19:05:00,5,1,0,31,22.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,18,식사,1
12474,1.0,1900-01-01 22:20:00,1900-01-01 22:30:00,2,0,0,18,12.3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,22,no식사,0
12475,1.0,1900-01-01 10:30:00,1900-01-01 10:35:00,0,0,0,15,7.1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,10,no식사,0
12476,1.0,1900-01-01 18:00:00,1900-01-01 18:15:00,1,0,0,18,10.8,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,18,식사,1
12477,1.0,1900-01-01 22:50:00,1900-01-01 23:05:00,0,0,0,22,10.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,22,no식사,0
12478,1.0,1900-01-01 21:20:00,1900-01-01 21:35:00,5,1,0,31,9.7,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,21,식사,1
12479,1.0,1900-01-01 11:40:00,1900-01-01 11:50:00,3,0,0,27,4.5,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,11,식사,1
12480,1.0,1900-01-01 15:45:00,1900-01-01 16:00:00,4,0,0,28,7.9,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,15,no식사,0
12481,3.0,1900-01-01 19:50:00,1900-01-01 20:05:00,4,0,1,45,18.8,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,19,식사,1
12482,1.0,1900-01-01 20:15:00,1900-01-01 20:30:00,6,1,0,43,13.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,20,식사,1
12483,1.0,1900-01-01 23:55:00,1900-01-01 00:10:00,0,0,0,24,20.2,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,23,no식사,0
12484,1.0,1900-01-01 11:30:00,1900-01-01 11:45:00,3,0,0,28,3.4,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,11,식사,1
12485,1.0,1900-01-01 22:20:00,1900-01-01 22:30:00,0,0,0,26,11.6,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,22,no식사,0
12486,1.0,1900-01-01 08:55:00,1900-01-01 09:00:00,2,0,0,20,3.8,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,8,no식사,0
12487,1.0,1900-01-01 09:10:00,1900-01-01 09:25:00,3,0,0,26,2.1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,9,no식사,0
12488,1.0,1900-01-01 22:40:00,1900-01-01 22:55:00,5,1,0,30,22.6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,22,no식사,0
12489,1.0,1900-01-01 17:50:00,1900-01-01 18:00:00,3,0,0,17,8.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,17,식사,1
12490,1.0,1900-01-01 19:55:00,1900-01-01 20:00:00,3,0,0,36,13.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,19,식사,1
12491,1.0,1900-01-01 18:50:00,1900-01-01 19:00:00,4,0,0,35,26.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,18,식사,1
12492,1.0,1900-01-01 20:35:00,1900-01-01 20:50:00,0,0,0,52,17.5,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,20,식사,1
12493,1.0,1900-01-01 23:10:00,1900-01-01 23:20:00,6,1,0,24,19.0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,23,no식사,0
12494,2.0,1900-01-01 19:50:00,1900-01-01 20:05:00,2,0,0,33,14.8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,19,식사,1
12495,1.0,1900-01-01 17:55:00,1900-01-01 18:10:00,1,0,0,19,15.6,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,17,식사,1
12496,1.0,1900-01-01 21:00:00,1900-01-01 21:10:00,3,0,0,26,30.6,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,21,식사,1
12497,2.0,1900-01-01 21:35:00,1900-01-01 21:50:00,5,1,0,39,23.1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,21,식사,1
12498,1.0,1900-01-01 09:50:00,1900-01-01 10:00:00,6,1,0,17,2.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,9,no식사,0
12499,1.0,1900-01-01 19:15:00,1900-01-01 19:30:00,3,0,0,15,6.2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,19,식사,1
12500,1.0,1900-01-01 20:25:00,1900-01-01 20:30:00,4,0,0,37,15.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,20,식사,1
12501,1.0,1900-01-01 22:40:00,1900-01-01 22:50:00,6,1,0,40,26.2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,22,no식사,0
12502,1.0,1900-01-01 00:00:00,1900-01-01 00:05:00,5,1,0,19,5.6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,no식사,0
12503,1.0,1900-01-01 15:40:00,1900-01-01 15:45:00,1,0,0,34,10.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,15,no식사,0
12504,1.0,1900-01-01 13:30:00,1900-01-01 13:35:00,3,0,0,38,7.0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,13,식사,1
12505,1.0,1900-01-01 17:50:00,1900-01-01 18:05:00,1,0,0,38,14.9,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,17,식사,1
12506,1.0,1900-01-01 19:25:00,1900-01-01 19:40:00,4,0,1,27,29.2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,19,식사,1
12507,3.0,1900-01-01 21:10:00,1900-01-01 21:15:00,4,0,1,53,23.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21,식사,1
12508,1.0,1900-01-01 19:35:00,1900-01-01 19:45:00,4,0,0,29,15.1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,19,식사,1
12509,1.0,1900-01-01 23:15:00,1900-01-01 23:30:00,4,0,1,15,27.9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,23,no식사,0
12510,2.0,1900-01-01 20:25:00,1900-01-01 20:40:00,4,0,0,43,17.5,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,20,식사,1
12511,1.0,1900-01-01 10:35:00,1900-01-01 10:50:00,1,0,0,26,2.2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,10,no식사,0
12512,1.0,1900-01-01 17:55:00,1900-01-01 18:10:00,2,0,0,34,10.4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,17,식사,1
12513,1.0,1900-01-01 18:15:00,1900-01-01 18:25:00,2,0,0,38,28.6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,18,식사,1
12514,1.0,1900-01-01 21:30:00,1900-01-01 21:35:00,6,1,0,20,27.5,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,21,식사,1
12515,1.0,1900-01-01 16:45:00,1900-01-01 17:00:00,4,0,0,19,10.2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,16,no식사,0
12516,1.0,1900-01-01 08:55:00,1900-01-01 09:10:00,3,0,0,19,1.9,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,8,no식사,0
12517,1.0,1900-01-01 08:55:00,1900-01-01 09:10:00,6,1,0,28,3.1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,8,no식사,0
12518,1.0,1900-01-01 17:35:00,1900-01-01 17:45:00,6,1,0,34,11.9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,17,식사,1
12519,1.0,1900-01-01 22:50:00,1900-01-01 23:05:00,0,0,0,37,21.0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,22,no식사,0
12520,1.0,1900-01-01 21:40:00,1900-01-01 21:45:00,0,0,0,32,12.1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,21,식사,1
12521,1.0,1900-01-01 18:25:00,1900-01-01 18:30:00,0,0,0,33,19.3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,18,식사,1
12522,1.0,1900-01-01 22:25:00,1900-01-01 22:30:00,1,0,0,14,8.8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,22,no식사,0
12523,2.0,1900-01-01 18:35:00,1900-01-01 18:50:00,6,1,0,38,17.2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,18,식사,1
12524,1.0,1900-01-01 21:20:00,1900-01-01 21:30:00,3,0,0,21,12.9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,21,식사,1
12525,1.0,1900-01-01 09:00:00,1900-01-01 09:10:00,6,1,0,19,4.5,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,9,no식사,0
12526,1.0,1900-01-01 22:45:00,1900-01-01 22:55:00,0,0,0,17,11.3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,22,no식사,0
12527,1.0,1900-01-01 22:35:00,1900-01-01 22:45:00,6,1,0,18,17.5,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,22,no식사,0
12528,1.0,1900-01-01 17:35:00,1900-01-01 17:45:00,4,0,0,12,39.6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,17,식사,1
12529,1.0,1900-01-01 18:10:00,1900-01-01 18:15:00,1,0,0,30,30.4,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,18,식사,1
12530,1.0,1900-01-01 14:50:00,1900-01-01 15:05:00,1,0,0,23,10.5,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,14,식사,1
12531,1.0,1900-01-01 12:20:00,1900-01-01 12:30:00,0,0,0,13,9.6,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,12,식사,1
12532,1.0,1900-01-01 11:10:00,1900-01-01 11:25:00,5,1,0,29,4.9,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,11,식사,1
12533,1.0,1900-01-01 23:10:00,1900-01-01 23:15:00,5,1,0,25,23.1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,23,no식사,0
12534,1.0,1900-01-01 18:50:00,1900-01-01 18:55:00,6,1,0,18,13.3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,18,식사,1
12535,1.0,1900-01-01 18:00:00,1900-01-01 18:15:00,5,1,0,18,27.7,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,18,식사,1
12536,1.0,1900-01-01 21:10:00,1900-01-01 21:15:00,6,1,0,29,28.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21,식사,1
12537,1.0,1900-01-01 18:50:00,1900-01-01 19:00:00,4,0,0,25,9.1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,18,식사,1
12538,1.0,1900-01-01 21:30:00,1900-01-01 21:40:00,3,0,0,25,10.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,21,식사,1
12539,1.0,1900-01-01 22:50:00,1900-01-01 23:00:00,4,0,1,21,38.3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,22,no식사,0
12540,1.0,1900-01-01 19:55:00,1900-01-01 20:05:00,1,0,0,43,10.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,19,식사,1
12541,1.0,1900-01-01 22:10:00,1900-01-01 22:25:00,4,0,1,26,20.9,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,22,no식사,0
12542,1.0,1900-01-01 21:20:00,1900-01-01 21:30:00,0,0,0,33,20.2,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,21,식사,1
12543,3.0,1900-01-01 13:40:00,1900-01-01 13:50:00,3,0,0,52,10.7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,13,식사,1
