,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban,hour,time_hour,no식사,식사
14340,21072,21072,29103,1.0,1900-01-01 17:20:00,1900-01-01 17:30:00,3,0,0,26,6.2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,17,식사,0,1
14341,21073,21073,29104,1.0,1900-01-01 18:25:00,1900-01-01 18:30:00,3,0,0,16,13.6,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,18,식사,0,1
14342,21074,21074,29105,1.0,1900-01-01 18:10:00,1900-01-01 18:25:00,0,0,0,16,20.3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,18,식사,0,1
14343,21075,21075,29106,1.0,1900-01-01 17:40:00,1900-01-01 17:55:00,3,0,0,26,16.2,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,17,식사,0,1
14344,21076,21076,29108,1.0,1900-01-01 15:15:00,1900-01-01 15:30:00,6,1,0,33,11.8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,15,no식사,1,0
14345,21077,21077,29109,2.0,1900-01-01 20:25:00,1900-01-01 20:30:00,3,0,0,34,17.3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,20,식사,0,1
14346,21078,21078,29110,1.0,1900-01-01 16:00:00,1900-01-01 16:10:00,1,0,0,17,10.0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,16,no식사,1,0
14347,21079,21079,29111,1.0,1900-01-01 09:10:00,1900-01-01 09:20:00,5,1,0,24,2.4,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,9,no식사,1,0
14348,21080,21080,29114,1.0,1900-01-01 22:10:00,1900-01-01 22:15:00,0,0,0,18,13.2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,22,no식사,1,0
14349,21081,21081,29115,1.0,1900-01-01 14:10:00,1900-01-01 14:25:00,1,0,0,22,11.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,14,식사,0,1
14350,21082,21082,29116,1.0,1900-01-01 10:10:00,1900-01-01 10:25:00,4,0,0,19,4.1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,10,no식사,1,0
14351,21083,21083,29117,1.0,1900-01-01 10:00:00,1900-01-01 10:15:00,5,1,0,29,6.5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,10,no식사,1,0
14352,21085,21085,29120,1.0,1900-01-01 10:35:00,1900-01-01 10:50:00,3,0,0,20,4.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10,no식사,1,0
14353,21087,21087,29122,1.0,1900-01-01 18:55:00,1900-01-01 19:10:00,5,1,0,15,8.1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,18,식사,0,1
14354,21088,21088,29123,1.0,1900-01-01 11:40:00,1900-01-01 11:50:00,0,0,0,32,6.6,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,11,식사,0,1
14355,21089,21089,29125,1.0,1900-01-01 20:30:00,1900-01-01 20:35:00,6,1,0,46,19.4,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,0,0,20,식사,0,1
14356,21090,21090,29127,1.0,1900-01-01 20:20:00,1900-01-01 20:25:00,2,0,0,29,24.4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,20,식사,0,1
14357,21092,21092,29129,1.0,1900-01-01 08:40:00,1900-01-01 08:50:00,3,0,0,19,14.4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,8,no식사,1,0
14358,21093,21093,29130,1.0,1900-01-01 14:20:00,1900-01-01 14:30:00,1,0,0,31,12.8,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,14,식사,0,1
14359,21094,21094,29132,1.0,1900-01-01 13:25:00,1900-01-01 13:40:00,0,0,0,27,14.2,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,13,식사,0,1
14360,21095,21095,29133,1.0,1900-01-01 08:50:00,1900-01-01 09:05:00,3,0,0,21,1.8,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,8,no식사,1,0
14361,21096,21096,29134,1.0,1900-01-01 17:55:00,1900-01-01 18:00:00,1,0,0,25,13.6,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,17,식사,0,1
14362,21098,21098,29139,1.0,1900-01-01 20:20:00,1900-01-01 20:35:00,1,0,0,46,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,20,식사,0,1
14363,21099,21099,29140,2.0,1900-01-01 20:55:00,1900-01-01 21:05:00,5,1,0,44,26.3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,20,식사,0,1
14364,21100,21100,29142,1.0,1900-01-01 08:35:00,1900-01-01 08:50:00,0,0,0,24,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,8,no식사,1,0
14365,21101,21101,29144,1.0,1900-01-01 11:50:00,1900-01-01 12:00:00,1,0,0,47,2.2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,11,식사,0,1
14366,21102,21102,29145,1.0,1900-01-01 22:25:00,1900-01-01 22:40:00,3,0,0,25,12.7,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,22,no식사,1,0
14367,21104,21104,29148,1.0,1900-01-01 17:10:00,1900-01-01 17:25:00,2,0,0,29,20.3,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,17,식사,0,1
14368,21105,21105,29150,2.0,1900-01-01 21:35:00,1900-01-01 21:40:00,2,0,0,44,26.3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21,식사,0,1
14369,21106,21106,29151,1.0,1900-01-01 20:10:00,1900-01-01 20:25:00,0,0,0,33,25.2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
14370,21107,21107,29152,1.0,1900-01-01 08:15:00,1900-01-01 08:30:00,4,0,0,16,2.9,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,8,no식사,1,0
14371,21108,21108,29153,2.0,1900-01-01 12:45:00,1900-01-01 13:00:00,1,0,0,48,15.0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,12,식사,0,1
14372,21110,21110,29155,1.0,1900-01-01 10:10:00,1900-01-01 10:15:00,3,0,0,13,5.1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,10,no식사,1,0
14373,21111,21111,29156,1.0,1900-01-01 18:00:00,1900-01-01 18:15:00,5,1,0,32,15.6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,18,식사,0,1
14374,21112,21112,29158,1.0,1900-01-01 23:15:00,1900-01-01 23:25:00,6,1,0,19,13.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,23,no식사,1,0
14375,21113,21113,29160,1.0,1900-01-01 21:00:00,1900-01-01 21:15:00,5,1,0,18,17.3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,21,식사,0,1
14376,21115,21115,29162,1.0,1900-01-01 23:50:00,1900-01-01 23:55:00,3,0,0,26,8.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,23,no식사,1,0
14377,21116,21116,29163,2.0,1900-01-01 21:30:00,1900-01-01 21:45:00,3,0,0,40,19.3,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,21,식사,0,1
14378,21117,21117,29164,1.0,1900-01-01 17:10:00,1900-01-01 17:15:00,2,0,0,20,9.2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,17,식사,0,1
14379,21119,21119,29167,1.0,1900-01-01 17:35:00,1900-01-01 17:50:00,1,0,0,23,17.3,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,17,식사,0,1
14380,21120,21120,29168,1.0,1900-01-01 09:15:00,1900-01-01 09:30:00,3,0,0,24,5.6,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,9,no식사,1,0
14381,21123,21123,29171,1.0,1900-01-01 11:55:00,1900-01-01 12:00:00,3,0,0,29,2.1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,11,식사,0,1
14382,21124,21124,29172,2.0,1900-01-01 21:30:00,1900-01-01 21:35:00,0,0,0,33,21.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,21,식사,0,1
14383,21126,21126,29174,2.0,1900-01-01 18:00:00,1900-01-01 18:10:00,2,0,0,37,12.6,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,18,식사,0,1
14384,21129,21129,29179,1.0,1900-01-01 18:25:00,1900-01-01 18:30:00,5,1,0,29,30.4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,18,식사,0,1
14385,21130,21130,29180,1.0,1900-01-01 11:35:00,1900-01-01 11:50:00,3,0,0,27,5.3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,11,식사,0,1
14386,21132,21132,29182,1.0,1900-01-01 19:30:00,1900-01-01 19:45:00,0,0,0,30,25.5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,19,식사,0,1
14387,21134,21134,29184,1.0,1900-01-01 22:50:00,1900-01-01 23:00:00,0,0,0,39,19.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,22,no식사,1,0
14388,21136,21136,29186,1.0,1900-01-01 20:45:00,1900-01-01 20:50:00,3,0,0,30,13.3,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,20,식사,0,1
14389,21138,21138,29189,1.0,1900-01-01 23:55:00,1900-01-01 00:00:00,0,0,0,31,28.7,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,23,no식사,1,0
14390,21139,21139,29191,1.0,1900-01-01 23:25:00,1900-01-01 23:35:00,6,1,0,16,11.2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,23,no식사,1,0
14391,21142,21142,29194,1.0,1900-01-01 11:15:00,1900-01-01 11:20:00,5,1,0,29,4.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,11,식사,0,1
14392,21143,21143,29196,2.0,1900-01-01 17:40:00,1900-01-01 17:55:00,0,0,0,42,14.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,17,식사,0,1
14393,21145,21145,29198,1.0,1900-01-01 22:15:00,1900-01-01 22:25:00,6,1,0,24,15.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,22,no식사,1,0
14394,21149,21149,29207,1.0,1900-01-01 23:10:00,1900-01-01 23:25:00,4,0,0,24,16.3,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,23,no식사,1,0
14395,21150,21150,29208,1.0,1900-01-01 17:10:00,1900-01-01 17:25:00,4,0,0,28,18.1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,17,식사,0,1
14396,21154,21154,29214,1.0,1900-01-01 20:40:00,1900-01-01 20:45:00,4,0,0,53,15.4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
14397,21155,21155,29216,1.0,1900-01-01 22:35:00,1900-01-01 22:40:00,6,1,0,26,11.3,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,1,22,no식사,1,0
14398,21156,21156,29217,2.0,1900-01-01 11:50:00,1900-01-01 12:05:00,1,0,0,34,2.0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,11,식사,0,1
14399,21157,21157,29218,1.0,1900-01-01 21:20:00,1900-01-01 21:30:00,5,1,0,33,24.3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,21,식사,0,1
14400,21158,21158,29219,1.0,1900-01-01 20:55:00,1900-01-01 21:05:00,2,0,0,37,24.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,20,식사,0,1
14401,21159,21159,29221,1.0,1900-01-01 21:55:00,1900-01-01 22:05:00,3,0,0,30,11.3,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,21,식사,0,1
14402,21160,21160,29222,1.0,1900-01-01 10:35:00,1900-01-01 10:45:00,4,0,0,15,4.2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,10,no식사,1,0
14403,21161,21161,29223,1.0,1900-01-01 19:30:00,1900-01-01 19:45:00,1,0,0,38,11.9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,19,식사,0,1
14404,21162,21162,29224,1.0,1900-01-01 09:30:00,1900-01-01 09:40:00,2,0,0,19,3.5,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,9,no식사,1,0
14405,21163,21163,29225,1.0,1900-01-01 20:10:00,1900-01-01 20:20:00,4,0,0,45,28.7,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
14406,21165,21165,29227,1.0,1900-01-01 10:25:00,1900-01-01 10:30:00,5,1,0,18,4.4,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,10,no식사,1,0
14407,21166,21166,29230,1.0,1900-01-01 22:10:00,1900-01-01 22:20:00,0,0,0,29,17.5,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,22,no식사,1,0
14408,21167,21167,29231,1.0,1900-01-01 18:35:00,1900-01-01 18:45:00,0,0,0,21,10.0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,18,식사,0,1
14409,21170,21170,29237,1.0,1900-01-01 23:55:00,1900-01-01 00:00:00,6,1,0,22,16.7,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,23,no식사,1,0
14410,21171,21171,29238,1.0,1900-01-01 19:50:00,1900-01-01 19:55:00,2,0,0,38,19.8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,19,식사,0,1
14411,21172,21172,29239,1.0,1900-01-01 00:00:00,1900-01-01 00:05:00,3,0,0,18,7.3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,no식사,1,0
14412,21173,21173,29240,1.0,1900-01-01 21:35:00,1900-01-01 21:50:00,0,0,0,29,25.4,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,21,식사,0,1
14413,21174,21174,29241,1.0,1900-01-01 09:10:00,1900-01-01 09:25:00,2,0,0,24,2.1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,9,no식사,1,0
14414,21175,21175,29242,1.0,1900-01-01 22:20:00,1900-01-01 22:25:00,2,0,0,20,15.5,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,22,no식사,1,0
14415,21176,21176,29243,1.0,1900-01-01 18:40:00,1900-01-01 18:45:00,2,0,0,42,54.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,18,식사,0,1
14416,21177,21177,29244,1.0,1900-01-01 11:20:00,1900-01-01 11:25:00,6,1,0,31,5.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,11,식사,0,1
14417,21178,21178,29245,1.0,1900-01-01 22:35:00,1900-01-01 22:50:00,1,0,0,26,23.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,22,no식사,1,0
14418,21179,21179,29247,1.0,1900-01-01 09:20:00,1900-01-01 09:35:00,5,1,0,25,3.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,9,no식사,1,0
14419,21180,21180,29248,1.0,1900-01-01 23:40:00,1900-01-01 23:50:00,6,1,0,19,10.3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,23,no식사,1,0
14420,21182,21182,29250,1.0,1900-01-01 23:45:00,1900-01-01 23:55:00,2,0,0,27,16.3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,23,no식사,1,0
14421,21184,21184,29252,1.0,1900-01-01 22:00:00,1900-01-01 22:05:00,0,0,0,26,17.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,22,no식사,1,0
14422,21186,21186,29255,2.0,1900-01-01 17:10:00,1900-01-01 17:20:00,0,0,0,38,23.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,17,식사,0,1
14423,21187,21187,29257,1.0,1900-01-01 11:35:00,1900-01-01 11:50:00,1,0,0,26,3.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,11,식사,0,1
14424,21188,21188,29258,1.0,1900-01-01 20:50:00,1900-01-01 21:00:00,4,0,1,31,21.3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
14425,21189,21189,29259,1.0,1900-01-01 16:50:00,1900-01-01 17:00:00,5,1,0,32,16.3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,16,no식사,1,0
14426,21190,21190,29260,1.0,1900-01-01 20:45:00,1900-01-01 20:50:00,1,0,0,24,8.1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,20,식사,0,1
14427,21191,21191,29261,1.0,1900-01-01 23:55:00,1900-01-01 00:05:00,0,0,0,15,20.9,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,23,no식사,1,0
14428,21195,21195,29266,1.0,1900-01-01 21:45:00,1900-01-01 21:50:00,4,0,0,28,20.3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,21,식사,0,1
14429,21199,21199,29271,1.0,1900-01-01 17:10:00,1900-01-01 17:15:00,1,0,0,10,12.4,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,17,식사,0,1
14430,21200,21200,29272,1.0,1900-01-01 08:50:00,1900-01-01 09:00:00,2,0,0,22,5.8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,8,no식사,1,0
14431,21201,21201,29274,1.0,1900-01-01 23:35:00,1900-01-01 23:40:00,4,0,0,20,20.1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,23,no식사,1,0
14432,21202,21202,29276,1.0,1900-01-01 21:55:00,1900-01-01 22:05:00,1,0,0,31,9.6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,21,식사,0,1
14433,21203,21203,29277,1.0,1900-01-01 19:50:00,1900-01-01 19:55:00,5,1,0,32,16.3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,19,식사,0,1
14434,21205,21205,29279,1.0,1900-01-01 11:55:00,1900-01-01 12:05:00,1,0,0,15,5.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11,식사,0,1
14435,21208,21208,29282,1.0,1900-01-01 18:35:00,1900-01-01 18:40:00,5,1,0,27,8.6,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,18,식사,0,1
14436,21209,21209,29283,1.0,1900-01-01 10:55:00,1900-01-01 11:00:00,3,0,0,18,3.5,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,10,no식사,1,0
14437,21210,21210,29284,1.0,1900-01-01 23:35:00,1900-01-01 23:40:00,1,0,0,19,10.1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,23,no식사,1,0
14438,21211,21211,29285,1.0,1900-01-01 18:00:00,1900-01-01 18:05:00,0,0,0,22,10.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,18,식사,0,1
14439,21212,21212,29286,1.0,1900-01-01 23:25:00,1900-01-01 23:30:00,3,0,0,18,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,23,no식사,1,0
14440,21213,21213,29287,1.0,1900-01-01 14:10:00,1900-01-01 14:25:00,1,0,0,33,8.9,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,14,식사,0,1
14441,21216,21216,29291,1.0,1900-01-01 17:55:00,1900-01-01 18:00:00,5,1,0,16,10.7,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,17,식사,0,1
14442,21217,21217,29292,1.0,1900-01-01 10:55:00,1900-01-01 11:10:00,0,0,0,27,3.2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,10,no식사,1,0
14443,21219,21219,29294,1.0,1900-01-01 17:35:00,1900-01-01 17:40:00,6,1,0,23,26.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,17,식사,0,1
14444,21221,21221,29296,2.0,1900-01-01 17:55:00,1900-01-01 18:05:00,0,0,0,35,26.2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,17,식사,0,1
14445,21223,21223,29298,1.0,1900-01-01 12:00:00,1900-01-01 12:10:00,3,0,0,25,3.8,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,12,식사,0,1
14446,21224,21224,29299,1.0,1900-01-01 09:35:00,1900-01-01 09:40:00,4,0,0,33,10.3,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,9,no식사,1,0
14447,21226,21226,29301,1.0,1900-01-01 17:40:00,1900-01-01 17:45:00,1,0,0,28,12.1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,17,식사,0,1
14448,21227,21227,29302,1.0,1900-01-01 19:25:00,1900-01-01 19:30:00,2,0,0,33,11.9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,19,식사,0,1
14449,21229,21229,29305,1.0,1900-01-01 19:20:00,1900-01-01 19:30:00,5,1,0,50,30.4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,19,식사,0,1
14450,21231,21231,29307,1.0,1900-01-01 19:10:00,1900-01-01 19:20:00,0,0,0,33,26.2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,19,식사,0,1
14451,21232,21232,29308,1.0,1900-01-01 21:00:00,1900-01-01 21:15:00,0,0,0,11,7.1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21,식사,0,1
14452,21233,21233,29310,1.0,1900-01-01 19:35:00,1900-01-01 19:45:00,2,0,0,27,13.3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,19,식사,0,1
14453,21234,21234,29311,1.0,1900-01-01 22:15:00,1900-01-01 22:25:00,0,0,0,14,11.2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,22,no식사,1,0
14454,21236,21236,29314,1.0,1900-01-01 15:55:00,1900-01-01 16:00:00,4,0,0,39,9.7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,15,no식사,1,0
14455,21238,21238,29316,1.0,1900-01-01 19:20:00,1900-01-01 19:35:00,2,0,0,35,23.8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,19,식사,0,1
14456,21239,21239,29317,1.0,1900-01-01 22:30:00,1900-01-01 22:40:00,3,0,0,20,15.5,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,22,no식사,1,0
14457,21241,21241,29320,1.0,1900-01-01 22:25:00,1900-01-01 22:40:00,2,0,0,15,25.4,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,22,no식사,1,0
14458,21245,21245,29324,1.0,1900-01-01 18:55:00,1900-01-01 19:00:00,1,0,0,15,12.2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,18,식사,0,1
14459,21246,21246,29325,1.0,1900-01-01 21:25:00,1900-01-01 21:40:00,4,0,0,37,24.0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,21,식사,0,1
14460,21248,21248,29327,1.0,1900-01-01 15:35:00,1900-01-01 15:50:00,6,1,0,27,9.6,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,15,no식사,1,0
14461,21250,21250,29329,1.0,1900-01-01 21:35:00,1900-01-01 21:40:00,0,0,0,25,32.8,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,21,식사,0,1
14462,21251,21251,29330,1.0,1900-01-01 10:35:00,1900-01-01 10:50:00,3,0,0,30,5.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,10,no식사,1,0
14463,21253,21253,29333,1.0,1900-01-01 21:20:00,1900-01-01 21:35:00,2,0,0,32,20.6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21,식사,0,1
14464,21254,21254,29334,1.0,1900-01-01 18:35:00,1900-01-01 18:50:00,4,0,1,36,33.4,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,18,식사,0,1
14465,21255,21255,29335,1.0,1900-01-01 08:50:00,1900-01-01 09:00:00,3,0,0,18,2.7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,8,no식사,1,0
14466,21256,21256,29337,1.0,1900-01-01 16:45:00,1900-01-01 17:00:00,5,1,0,28,13.7,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,16,no식사,1,0
